,syllable,count,P,F
2218,ɒiːɐn,13,1.28631e-05,0.980350153
2219,çɛt,13,1.28631e-05,0.9803630161
2220,zeːm,12,1.18736e-05,0.9803748897
2221,zər,12,1.18736e-05,0.9803867633
2222,valt,12,1.18736e-05,0.9803986369
2223,vʊp,12,1.18736e-05,0.9804105105
2224,tsan,12,1.18736e-05,0.9804223841
2225,tsʊ,12,1.18736e-05,0.9804342578
2226,tsɪkst,12,1.18736e-05,0.9804461314
2227,tsɪj,12,1.18736e-05,0.980458005
2228,trɪt,12,1.18736e-05,0.9804698786
2229,taɪlt,12,1.18736e-05,0.9804817522
2230,tʊs,12,1.18736e-05,0.9804936258
2231,tɐt,12,1.18736e-05,0.9805054995
2232,sjoː,12,1.18736e-05,0.9805173731
2233,sɪst,12,1.18736e-05,0.9805292467
2234,puː,12,1.18736e-05,0.9805411203
2235,pseːn,12,1.18736e-05,0.9805529939
2236,poː,12,1.18736e-05,0.9805648675
2237,pʃiː,12,1.18736e-05,0.9805767412
2238,pɔɐt,12,1.18736e-05,0.9805886148
2239,nuːt,12,1.18736e-05,0.9806004884
2240,ntsəl,12,1.18736e-05,0.980612362
2241,nɔʏs,12,1.18736e-05,0.9806242356
2242,maŋ,12,1.18736e-05,0.9806361093
2243,maːk,12,1.18736e-05,0.9806479829
2244,liːɐn,12,1.18736e-05,0.9806598565
2245,lɛst,12,1.18736e-05,0.9806717301
2246,ləs,12,1.18736e-05,0.9806836037
2247,kveːm,12,1.18736e-05,0.9806954773
2248,kriːkt,12,1.18736e-05,0.980707351
2249,kraɪç,12,1.18736e-05,0.9807192246
2250,klaʊs,12,1.18736e-05,0.9807310982
2251,kɒaŋst,12,1.18736e-05,0.9807429718
2252,kɪs,12,1.18736e-05,0.9807548454
2253,k,12,1.18736e-05,0.980766719
2254,jɛː,12,1.18736e-05,0.9807785927
2255,hiː,12,1.18736e-05,0.9807904663
2256,hals,12,1.18736e-05,0.9808023399
2257,hɪ,12,1.18736e-05,0.9808142135
2258,ɡyː,12,1.18736e-05,0.9808260871
2259,ɡnən,12,1.18736e-05,0.9808379607
2260,ɡlas,12,1.18736e-05,0.9808498344
2261,ɡlɪs,12,1.18736e-05,0.980861708
2262,ɡʏl,12,1.18736e-05,0.9808735816
2263,ɡʃaʊt,12,1.18736e-05,0.9808854552
2264,ɡɔs,12,1.18736e-05,0.9808973288
2265,ɡɪk,12,1.18736e-05,0.9809092024
2266,ɡ,12,1.18736e-05,0.9809210761
2267,fuː,12,1.18736e-05,0.9809329497
2268,feːlt,12,1.18736e-05,0.9809448233
2269,far,12,1.18736e-05,0.9809566969
2270,fʏlt,12,1.18736e-05,0.9809685705
2271,fɔɐts,12,1.18736e-05,0.9809804442
2272,drɪç,12,1.18736e-05,0.9809923178
2273,dm,12,1.18736e-05,0.9810041914
2274,dʒeː,12,1.18736e-05,0.981016065
2275,dʊk,12,1.18736e-05,0.9810279386
2276,blɛnts,12,1.18736e-05,0.9810398122
2277,bjɛn,12,1.18736e-05,0.9810516859
2278,bʊm,12,1.18736e-05,0.9810635595
2279,bɪç,12,1.18736e-05,0.9810754331
2280,bɛl,12,1.18736e-05,0.9810873067
2281,bøː,12,1.18736e-05,0.9810991803
2282,aːt,12,1.18736e-05,0.9811110539
2283,ʃvaɪs,12,1.18736e-05,0.9811229276
2284,ʃuːl,12,1.18736e-05,0.9811348012
2285,ʃteːɐ,12,1.18736e-05,0.9811466748
2286,ʃtark,12,1.18736e-05,0.9811585484
2287,ʃtaʊ,12,1.18736e-05,0.981170422
2288,ʃtɛt,12,1.18736e-05,0.9811822956
2289,ʃlaʊ,12,1.18736e-05,0.9811941693
2290,ʃãː,12,1.18736e-05,0.9812060429
2291,ɒiːm,12,1.18736e-05,0.9812179165
2292,çaː,12,1.18736e-05,0.9812297901
2293,çɐt,12,1.18736e-05,0.9812416637
2294,zyː,11,1.08841e-05,0.9812525479
2295,zuːh,11,1.08841e-05,0.981263432
2296,zan,11,1.08841e-05,0.9812743162
2297,zʏm,11,1.08841e-05,0.9812852003
2298,zɔɐkt,11,1.08841e-05,0.9812960845
2299,zɪst,11,1.08841e-05,0.9813069686
2300,zɪk,11,1.08841e-05,0.9813178528
2301,zɪh,11,1.08841e-05,0.9813287369
2302,voːnt,11,1.08841e-05,0.9813396211
2303,vl,11,1.08841e-05,0.9813505052
2304,vaʊ,11,1.08841e-05,0.9813613894
2305,vʊst,11,1.08841e-05,0.9813722735
2306,vɪts,11,1.08841e-05,0.9813831577
2307,vɛŋ,11,1.08841e-05,0.9813940418
2308,vɛːl,11,1.08841e-05,0.981404926
2309,vɐt,11,1.08841e-05,0.9814158101
2310,tsvans,11,1.08841e-05,0.9814266943
2311,tsv,11,1.08841e-05,0.9814375784
2312,tsjoːm,11,1.08841e-05,0.9814484626
2313,tsɛː,11,1.08841e-05,0.9814593467
2314,traːks,11,1.08841e-05,0.9814702309
2315,tjan,11,1.08841e-05,0.981481115
2316,tiːn,11,1.08841e-05,0.9814919992
2317,taːhs,11,1.08841e-05,0.9815028833
2318,tʃarts,11,1.08841e-05,0.9815137675
2319,tɪf,11,1.08841e-05,0.9815246516
2320,tɛst,11,1.08841e-05,0.9815355358
2321,seːɐt,11,1.08841e-05,0.9815464199
2322,səs,11,1.08841e-05,0.9815573041
2323,riːɐn,11,1.08841e-05,0.9815681882
2324,raːd,11,1.08841e-05,0.9815790724
2325,rɒar,11,1.08841e-05,0.9815899565
2326,rɛf,11,1.08841e-05,0.9816008407
2327,pʃiːd,11,1.08841e-05,0.9816117248
2328,pɪl,11,1.08841e-05,0.981622609
2329,pɛkt,11,1.08841e-05,0.9816334931
2330,ntɐ,11,1.08841e-05,0.9816443772
2331,naŋ,11,1.08841e-05,0.9816552614
2332,nʏts,11,1.08841e-05,0.9816661455
2333,nʏm,11,1.08841e-05,0.9816770297
2334,nɪm,11,1.08841e-05,0.9816879138
2335,laʊs,11,1.08841e-05,0.981698798
2336,laʊps,11,1.08841e-05,0.9817096821
2337,kuːl,11,1.08841e-05,0.9817205663
2338,kraːm,11,1.08841e-05,0.9817314504
2339,klaː,11,1.08841e-05,0.9817423346
2340,kɔms,11,1.08841e-05,0.9817532187
2341,kɛns,11,1.08841e-05,0.9817641029
2342,huːt,11,1.08841e-05,0.981774987
2343,hiːs,11,1.08841e-05,0.9817858712
2344,haʊn,11,1.08841e-05,0.9817967553
2345,haŋ,11,1.08841e-05,0.9818076395
2346,hɛlts,11,1.08841e-05,0.9818185236
2347,hɛk,11,1.08841e-05,0.9818294078
2348,ɡant,11,1.08841e-05,0.9818402919
2349,ɡaːs,11,1.08841e-05,0.9818511761
2350,ɡʏm,11,1.08841e-05,0.9818620602
2351,ɡʃtɛl,11,1.08841e-05,0.9818729444
2352,ɡʃaɪ,11,1.08841e-05,0.9818838285
2353,ɡɪl,11,1.08841e-05,0.9818947127
2354,ɡəlt,11,1.08841e-05,0.9819055968
2355,ɡəʃ,11,1.08841e-05,0.981916481
2356,fr,11,1.08841e-05,0.9819273651
2357,fliːɡ,11,1.08841e-05,0.9819382493
2358,faʃ,11,1.08841e-05,0.9819491334
2359,fʏnft,11,1.08841e-05,0.9819600176
2360,fɪ,11,1.08841e-05,0.9819709017
2361,drən,11,1.08841e-05,0.9819817859
2362,daːks,11,1.08841e-05,0.98199267
2363,dʊŋs,11,1.08841e-05,0.9820035542
2364,bʃprɛç,11,1.08841e-05,0.9820144383
2365,ʃvɛs,11,1.08841e-05,0.9820253225
2366,ʃtiː,11,1.08841e-05,0.9820362066
2367,ʃtɪŋ,11,1.08841e-05,0.9820470908
2368,ʃtɛk,11,1.08841e-05,0.9820579749
2369,ʃrɪf,11,1.08841e-05,0.9820688591
2370,ʃɛfs,11,1.08841e-05,0.9820797432
2371,ɒɔft,11,1.08841e-05,0.9820906274
2372,ɒɪʃ,11,1.08841e-05,0.9821015115
2373,ɒɛçt,11,1.08841e-05,0.9821123957
2374,çɐn,11,1.08841e-05,0.9821232798
2375,øː,11,1.08841e-05,0.982134164
2376,zal,10,9.8947e-06,0.9821440586
2377,zɛlpst,10,9.8947e-06,0.9821539533
2378,vm,10,9.8947e-06,0.982163848
2379,tseːm,10,9.8947e-06,0.9821737427
2380,tiːts,10,9.8947e-06,0.9821836374
2381,tʊɐ,10,9.8947e-06,0.982193532
2382,tʃɛʃ,10,9.8947e-06,0.9822034267
2383,tɪçs,10,9.8947e-06,0.9822133214
2384,suɐ,10,9.8947e-06,0.9822232161
2385,stsaɪ,10,9.8947e-06,0.9822331108
2386,siːɐ,10,9.8947e-06,0.9822430054
2387,sɔft,10,9.8947e-06,0.9822529001
2388,sɪʃ,10,9.8947e-06,0.9822627948
2389,raʊʃ,10,9.8947e-06,0.9822726895
2390,plɛts,10,9.8947e-06,0.9822825842
2391,pap,10,9.8947e-06,0.9822924789
2392,pan,10,9.8947e-06,0.9823023735
2393,naʊn,10,9.8947e-06,0.9823122682
2394,nɛːmç,10,9.8947e-06,0.9823221629
2395,maːh,10,9.8947e-06,0.9823320576
2396,mʊn,10,9.8947e-06,0.9823419523
2397,liːb,10,9.8947e-06,0.9823518469
2398,lɪçt,10,9.8947e-06,0.9823617416
2399,kvatʃ,10,9.8947e-06,0.9823716363
2400,kryːs,10,9.8947e-06,0.982381531
2401,kroːns,10,9.8947e-06,0.9823914257
2402,kraɪs,10,9.8947e-06,0.9824013203
2403,kraː,10,9.8947e-06,0.982411215
2404,klaɪm,10,9.8947e-06,0.9824211097
2405,klç,10,9.8947e-06,0.9824310044
2406,kʃɔp,10,9.8947e-06,0.9824408991
2407,kɔxt,10,9.8947e-06,0.9824507938
2408,kɛnst,10,9.8947e-06,0.9824606884
2409,jak,10,9.8947e-06,0.9824705831
2410,jʊɐ,10,9.8947e-06,0.9824804778
2411,hak,10,9.8947e-06,0.9824903725
2412,hɔɐn,10,9.8947e-06,0.9825002672
2413,hɛs,10,9.8947e-06,0.9825101618
2414,hɛŋst,10,9.8947e-06,0.9825200565
2415,ɡrɛç,10,9.8947e-06,0.9825299512
2416,ɡnyː,10,9.8947e-06,0.9825398459
2417,ɡloː,10,9.8947e-06,0.9825497406
2418,ɡɪɡ,10,9.8947e-06,0.9825596352
2419,faf,10,9.8947e-06,0.9825695299
2420,fʊl,10,9.8947e-06,0.9825794246
2421,fɛŋ,10,9.8947e-06,0.9825893193
2422,dzɐ,10,9.8947e-06,0.982599214
2423,draʊs,10,9.8947e-06,0.9826091086
2424,drɛŋt,10,9.8947e-06,0.9826190033
2425,doːf,10,9.8947e-06,0.982628898
2426,doːɐ,10,9.8947e-06,0.9826387927
2427,dlt,10,9.8947e-06,0.9826486874
2428,daɪn,10,9.8947e-06,0.9826585821
2429,dɔʏt,10,9.8947e-06,0.9826684767
2430,dɛkt,10,9.8947e-06,0.9826783714
2431,dəlt,10,9.8947e-06,0.9826882661
2432,bran,10,9.8947e-06,0.9826981608
2433,brɔʃ,10,9.8947e-06,0.9827080555
2434,brɪt,10,9.8947e-06,0.9827179501
2435,blat,10,9.8947e-06,0.9827278448
2436,blaː,10,9.8947e-06,0.9827377395
2437,biːt,10,9.8947e-06,0.9827476342
2438,baŋk,10,9.8947e-06,0.9827575289
2439,baɪp,10,9.8947e-06,0.9827674235
2440,bɛn,10,9.8947e-06,0.9827773182
2441,ʏɐ,10,9.8947e-06,0.9827872129
2442,ʃve,10,9.8947e-06,0.9827971076
2443,ʃteːs,10,9.8947e-06,0.9828070023
2444,ʃt,10,9.8947e-06,0.9828168969
2445,ʃrøː,10,9.8947e-06,0.9828267916
2446,ʃpaːrt,10,9.8947e-06,0.9828366863
2447,ʃpɔɐ,10,9.8947e-06,0.982846581
2448,ʃiːl,10,9.8947e-06,0.9828564757
2449,ʃeː,10,9.8947e-06,0.9828663704
2450,ʃãːs,10,9.8947e-06,0.982876265
2451,ʃaːf,10,9.8947e-06,0.9828861597
2452,ʃɛŋk,10,9.8947e-06,0.9828960544
2453,ɒɪɐŋt,10,9.8947e-06,0.9829059491
2454,ɒɛç,10,9.8947e-06,0.9829158438
2455,ɒɛːn,10,9.8947e-06,0.9829257384
2456,ɒøːl,10,9.8947e-06,0.9829356331
2457,ɛlft,10,9.8947e-06,0.9829455278
2458,øːs,10,9.8947e-06,0.9829554225
2459,zuːxs,9,8.9052e-06,0.9829643277
2460,ziːf,9,8.9052e-06,0.9829732329
2461,zaʊn,9,8.9052e-06,0.9829821381
2462,zɪtst,9,8.9052e-06,0.9829910433
2463,vn,9,8.9052e-06,0.9829999485
2464,vaɪç,9,8.9052e-06,0.9830088538
2465,tyːɐ,9,8.9052e-06,0.983017759
2466,tsaɪn,9,8.9052e-06,0.9830266642
2467,tsaɪkt,9,8.9052e-06,0.9830355694
2468,tsɪn,9,8.9052e-06,0.9830444746
2469,tsøː,9,8.9052e-06,0.9830533798
2470,trɔʏn,9,8.9052e-06,0.983062285
2471,tar,9,8.9052e-06,0.9830711903
2472,tʊn,9,8.9052e-06,0.9830800955
2473,tʃɪɐm,9,8.9052e-06,0.9830890007
2474,sam,9,8.9052e-06,0.9830979059
2475,saɪk,9,8.9052e-06,0.9831068111
2476,sɪnt,9,8.9052e-06,0.9831157163
2477,sɐs,9,8.9052e-06,0.9831246215
2478,riːɐt,9,8.9052e-06,0.9831335267
2479,raːm,9,8.9052e-06,0.983142432
2480,puːl,9,8.9052e-06,0.9831513372
2481,psɪç,9,8.9052e-06,0.9831602424
2482,praʊ,9,8.9052e-06,0.9831691476
2483,pɪt,9,8.9052e-06,0.9831780528
2484,nzoː,9,8.9052e-06,0.983186958
2485,nsvants,9,8.9052e-06,0.9831958632
2486,narts,9,8.9052e-06,0.9832047684
2487,naŋk,9,8.9052e-06,0.9832136737
2488,nɛts,9,8.9052e-06,0.9832225789
2489,myːl,9,8.9052e-06,0.9832314841
2490,mant,9,8.9052e-06,0.9832403893
2491,mʊx,9,8.9052e-06,0.9832492945
2492,mʊŋ,9,8.9052e-06,0.9832581997
2493,mɛt,9,8.9052e-06,0.9832671049
2494,mɛɐt,9,8.9052e-06,0.9832760101
2495,leːp,9,8.9052e-06,0.9832849154
2496,lɔʏt,9,8.9052e-06,0.9832938206
2497,lɪh,9,8.9052e-06,0.9833027258
2498,lɐn,9,8.9052e-06,0.983311631
2499,kriːçt,9,8.9052e-06,0.9833205362
2500,krɛf,9,8.9052e-06,0.9833294414
2501,klu,9,8.9052e-06,0.9833383466
2502,klɪf,9,8.9052e-06,0.9833472519
2503,kløːs,9,8.9052e-06,0.9833561571
2504,kɪnt,9,8.9052e-06,0.9833650623
2505,kɪ,9,8.9052e-06,0.9833739675
2506,juːs,9,8.9052e-06,0.9833828727
2507,joːn,9,8.9052e-06,0.9833917779
2508,jøː,9,8.9052e-06,0.9834006831
2509,haf,9,8.9052e-06,0.9834095883
2510,haɪts,9,8.9052e-06,0.9834184936
2511,ɡryːn,9,8.9052e-06,0.9834273988
2512,ɡrãː,9,8.9052e-06,0.983436304
2513,ɡkɔ,9,8.9052e-06,0.9834452092
2514,ɡaːd,9,8.9052e-06,0.9834541144
2515,ɡœt,9,8.9052e-06,0.9834630196
2516,ɡɐt,9,8.9052e-06,0.9834719248
2517,fraːk,9,8.9052e-06,0.98348083
2518,frɛm,9,8.9052e-06,0.9834897353
2519,foːl,9,8.9052e-06,0.9834986405
2520,fiːɐt,9,8.9052e-06,0.9835075457
2521,fbaː,9,8.9052e-06,0.9835164509
2522,dʒar,9,8.9052e-06,0.9835253561
2523,dʊt,9,8.9052e-06,0.9835342613
2524,dʊŋk,9,8.9052e-06,0.9835431665
2525,dɪʃ,9,8.9052e-06,0.9835520717
2526,dɛʃ,9,8.9052e-06,0.983560977
2527,braʊnʃ,9,8.9052e-06,0.9835698822
2528,brɪŋt,9,8.9052e-06,0.9835787874
2529,bat,9,8.9052e-06,0.9835876926
2530,ban,9,8.9052e-06,0.9835965978
2531,bak,9,8.9052e-06,0.983605503
2532,bʊʃ,9,8.9052e-06,0.9836144082
2533,bɔɐk,9,8.9052e-06,0.9836233135
2534,bɐt,9,8.9052e-06,0.9836322187
2535,bɐn,9,8.9052e-06,0.9836411239
2536,artst,9,8.9052e-06,0.9836500291
2537,aŋs,9,8.9052e-06,0.9836589343
2538,aɪl,9,8.9052e-06,0.9836678395
2539,ʃuːt,9,8.9052e-06,0.9836767447
2540,ʃtroː,9,8.9052e-06,0.9836856499
2541,ʃtʏɐ,9,8.9052e-06,0.9836945552
2542,ʃtøː,9,8.9052e-06,0.9837034604
2543,ʃnɛ,9,8.9052e-06,0.9837123656
2544,ʃmʊk,9,8.9052e-06,0.9837212708
2545,ʃlaːf,9,8.9052e-06,0.983730176
2546,ʃʏt,9,8.9052e-06,0.9837390812
2547,ʃɛː,9,8.9052e-06,0.9837479864
2548,ɒiːɐ,9,8.9052e-06,0.9837568916
2549,ɒaʃ,9,8.9052e-06,0.9837657969
2550,ɒaɪnt,9,8.9052e-06,0.9837747021
2551,ɒɔx,9,8.9052e-06,0.9837836073
2552,ŋar,9,8.9052e-06,0.9837925125
2553,ɪl,9,8.9052e-06,0.9838014177
2554,ço,9,8.9052e-06,0.9838103229
2555,zaːl,8,7.9157e-06,0.9838182387
2556,zɔnt,8,7.9157e-06,0.9838261544
2557,zɛkst,8,7.9157e-06,0.9838340702
2558,zɛçts,8,7.9157e-06,0.9838419859
2559,vaɪk,8,7.9157e-06,0.9838499016
2560,vɔʏ,8,7.9157e-06,0.9838578174
2561,vɪʃt,8,7.9157e-06,0.9838657331
2562,vœɐn,8,7.9157e-06,0.9838736489
2563,tstaː,8,7.9157e-06,0.9838815646
2564,tso,8,7.9157e-06,0.9838894804
2565,tsənt,8,7.9157e-06,0.9838973961
2566,traːx,8,7.9157e-06,0.9839053119
2567,tiːk,8,7.9157e-06,0.9839132276
2568,tam,8,7.9157e-06,0.9839211434
2569,takt,8,7.9157e-06,0.9839290591
2570,taf,8,7.9157e-06,0.9839369748
2571,tʊts,8,7.9157e-06,0.9839448906
2572,tɪɡ,8,7.9157e-06,0.9839528063
2573,tɛt,8,7.9157e-06,0.9839607221
2574,tɛp,8,7.9157e-06,0.9839686378
2575,tɛkst,8,7.9157e-06,0.9839765536
2576,snaː,8,7.9157e-06,0.9839844693
2577,smart,8,7.9157e-06,0.9839923851
2578,siːm,8,7.9157e-06,0.9840003008
2579,seːŋ,8,7.9157e-06,0.9840082165
2580,sɪm,8,7.9157e-06,0.9840161323
2581,rak,8,7.9157e-06,0.984024048
2582,rɔʏm,8,7.9157e-06,0.9840319638
2583,psɒaʊs,8,7.9157e-06,0.9840398795
2584,prɪŋ,8,7.9157e-06,0.9840477953
2585,prɛf,8,7.9157e-06,0.984055711
2586,pots,8,7.9157e-06,0.9840636268
2587,plaːt,8,7.9157e-06,0.9840715425
2588,piːɐt,8,7.9157e-06,0.9840794582
2589,niːr,8,7.9157e-06,0.984087374
2590,nɡə,8,7.9157e-06,0.9840952897
2591,naːrs,8,7.9157e-06,0.9841032055
2592,nʏnf,8,7.9157e-06,0.9841111212
2593,nɛl,8,7.9157e-06,0.984119037
2594,maːx,8,7.9157e-06,0.9841269527
2595,maːn,8,7.9157e-06,0.9841348685
2596,mɪp,8,7.9157e-06,0.9841427842
2597,mç,8,7.9157e-06,0.9841506999
2598,lax,8,7.9157e-06,0.9841586157
2599,lʊts,8,7.9157e-06,0.9841665314
2600,krœp,8,7.9157e-06,0.9841744472
2601,klɪk,8,7.9157e-06,0.9841823629
2602,kl,8,7.9157e-06,0.9841902787
2603,kʏɐts,8,7.9157e-06,0.9841981944
2604,kʊɐt,8,7.9157e-06,0.9842061102
2605,jap,8,7.9157e-06,0.9842140259
2606,iːt,8,7.9157e-06,0.9842219417
2607,haʊt,8,7.9157e-06,0.9842298574
2608,hʊm,8,7.9157e-06,0.9842377731
2609,hɔɐst,8,7.9157e-06,0.9842456889
2610,hɛf,8,7.9157e-06,0.9842536046
2611,ɡriː,8,7.9157e-06,0.9842615204
2612,ɡreː,8,7.9157e-06,0.9842694361
2613,ɡrøːs,8,7.9157e-06,0.9842773519
2614,ɡl,8,7.9157e-06,0.9842852676
2615,ɡiːbt,8,7.9157e-06,0.9842931834
2616,ɡaŋs,8,7.9157e-06,0.9843010991
2617,ɡaɪ,8,7.9157e-06,0.9843090148
2618,ɡʃtɛlt,8,7.9157e-06,0.9843169306
2619,ftsɛn,8,7.9157e-06,0.9843248463
2620,ftɐ,8,7.9157e-06,0.9843327621
2621,flʏs,8,7.9157e-06,0.9843406778
2622,faŋs,8,7.9157e-06,0.9843485936
2623,faːst,8,7.9157e-06,0.9843565093
2624,fɪk,8,7.9157e-06,0.9843644251
2625,fɪɐm,8,7.9157e-06,0.9843723408
2626,fɛː,8,7.9157e-06,0.9843802565
2627,dyː,8,7.9157e-06,0.9843881723
2628,diːnt,8,7.9157e-06,0.984396088
2629,dʒo,8,7.9157e-06,0.9844040038
2630,dʊl,8,7.9157e-06,0.9844119195
2631,brʏs,8,7.9157e-06,0.9844198353
2632,blas,8,7.9157e-06,0.984427751
2633,blə,8,7.9157e-06,0.9844356668
2634,biːɐs,8,7.9157e-06,0.9844435825
2635,bɡə,8,7.9157e-06,0.9844514983
2636,bart,8,7.9157e-06,0.984459414
2637,bɪnt,8,7.9157e-06,0.9844673297
2638,bɛʃt,8,7.9157e-06,0.9844752455
2639,aʃ,8,7.9157e-06,0.9844831612
2640,ʃtɛf,8,7.9157e-06,0.984491077
2641,ʃi,8,7.9157e-06,0.9844989927
2642,ʃarf,8,7.9157e-06,0.9845069085
2643,ʃaɪs,8,7.9157e-06,0.9845148242
2644,ʃʊts,8,7.9157e-06,0.98452274
2645,ʃʊlts,8,7.9157e-06,0.9845306557
2646,ʃʊŋ,8,7.9157e-06,0.9845385714
2647,ʃɪçt,8,7.9157e-06,0.9845464872
2648,ɒaːr,8,7.9157e-06,0.9845544029
2649,ɒɔt,8,7.9157e-06,0.9845623187
2650,ɒɔl,8,7.9157e-06,0.9845702344
2651,ɒən,8,7.9157e-06,0.9845781502
2652,ɔ,8,7.9157e-06,0.9845860659
2653,çɒaʊs,8,7.9157e-06,0.9845939817
2654,ənh,8,7.9157e-06,0.9846018974
2655,zyːs,7,6.9263e-06,0.9846088237
2656,zʊ,7,6.9263e-06,0.98461575
2657,zɪf,7,6.9263e-06,0.9846226762
2658,zɛlps,7,6.9263e-06,0.9846296025
2659,yːɐç,7,6.9263e-06,0.9846365288
2660,xɒaʊf,7,6.9263e-06,0.9846434551
2661,we,7,6.9263e-06,0.9846503813
2662,vyːɐ,7,6.9263e-06,0.9846573076
2663,vaʃ,7,6.9263e-06,0.9846642339
2664,vɔn,7,6.9263e-06,0.9846711602
2665,vœlf,7,6.9263e-06,0.9846780864
2666,uːt,7,6.9263e-06,0.9846850127
2667,tsvœl,7,6.9263e-06,0.984691939
2668,tsjoːŋ,7,6.9263e-06,0.9846988653
2669,tru,7,6.9263e-06,0.9847057916
2670,tro,7,6.9263e-06,0.9847127178
2671,trax,7,6.9263e-06,0.9847196441
2672,trɔl,7,6.9263e-06,0.9847265704
2673,trɔʏ,7,6.9263e-06,0.9847334967
2674,tl,7,6.9263e-06,0.9847404229
2675,teːɐ,7,6.9263e-06,0.9847473492
2676,teɐ,7,6.9263e-06,0.9847542755
2677,tʊ,7,6.9263e-06,0.9847612018
2678,tʃteː,7,6.9263e-06,0.984768128
2679,tʃi,7,6.9263e-06,0.9847750543
2680,tʃən,7,6.9263e-06,0.9847819806
2681,təp,7,6.9263e-06,0.9847889069
2682,snaːms,7,6.9263e-06,0.9847958332
2683,snʊm,7,6.9263e-06,0.9848027594
2684,seːk,7,6.9263e-06,0.9848096857
2685,sap,7,6.9263e-06,0.984816612
2686,sɪf,7,6.9263e-06,0.9848235383
2687,sɛp,7,6.9263e-06,0.9848304645
2688,roːl,7,6.9263e-06,0.9848373908
2689,rɛks,7,6.9263e-06,0.9848443171
2690,rɛːt,7,6.9263e-06,0.9848512434
2691,prɛç,7,6.9263e-06,0.9848581696
2692,plɛk,7,6.9263e-06,0.9848650959
2693,pe,7,6.9263e-06,0.9848720222
2694,pɔst,7,6.9263e-06,0.9848789485
2695,pɪʃ,7,6.9263e-06,0.9848858747
2696,pɛtʃ,7,6.9263e-06,0.984892801
2697,pɛç,7,6.9263e-06,0.9848997273
2698,p,7,6.9263e-06,0.9849066536
2699,nzə,7,6.9263e-06,0.9849135799
2700,ne,7,6.9263e-06,0.9849205061
2701,naz,7,6.9263e-06,0.9849274324
2702,naf,7,6.9263e-06,0.9849343587
2703,nʊŋk,7,6.9263e-06,0.984941285
2704,nʊ,7,6.9263e-06,0.9849482112
2705,nɔs,7,6.9263e-06,0.9849551375
2706,maxs,7,6.9263e-06,0.9849620638
2707,maːt,7,6.9263e-06,0.9849689901
2708,mʊt,7,6.9263e-06,0.9849759163
2709,mʊʃ,7,6.9263e-06,0.9849828426
2710,mɪɒ,7,6.9263e-06,0.9849897689
2711,məl,7,6.9263e-06,0.9849966952
2712,mœn,7,6.9263e-06,0.9850036215
2713,loːn,7,6.9263e-06,0.9850105477
2714,lɔts,7,6.9263e-06,0.985017474
2715,lɪks,7,6.9263e-06,0.9850244003
2716,kval,7,6.9263e-06,0.9850313266
2717,kraft,7,6.9263e-06,0.9850382528
2718,kraŋk,7,6.9263e-06,0.9850451791
2719,kraŋ,7,6.9263e-06,0.9850521054
2720,krɪst,7,6.9263e-06,0.9850590317
2721,klaŋ,7,6.9263e-06,0.9850659579
2722,klɪt,7,6.9263e-06,0.9850728842
2723,kalt,7,6.9263e-06,0.9850798105
2724,kaʊts,7,6.9263e-06,0.9850867368
2725,kɔt,7,6.9263e-06,0.9850936631
2726,kəns,7,6.9263e-06,0.9851005893
2727,jɔs,7,6.9263e-06,0.9851075156
2728,jɔɐ,7,6.9263e-06,0.9851144419
2729,jɛtss,7,6.9263e-06,0.9851213682
2730,jɛn,7,6.9263e-06,0.9851282944
2731,iːf,7,6.9263e-06,0.9851352207
2732,hʏt,7,6.9263e-06,0.985142147
2733,hʊ,7,6.9263e-06,0.9851490733
2734,hɪh,7,6.9263e-06,0.9851559995
2735,hɛçt,7,6.9263e-06,0.9851629258
2736,hɛɐps,7,6.9263e-06,0.9851698521
2737,ɡoː,7,6.9263e-06,0.9851767784
2738,ɡkriːk,7,6.9263e-06,0.9851837046
2739,ɡʊŋs,7,6.9263e-06,0.9851906309
2740,ɡʊŋk,7,6.9263e-06,0.9851975572
2741,fyːɐn,7,6.9263e-06,0.9852044835
2742,friːt,7,6.9263e-06,0.9852114098
2743,frɪŋ,7,6.9263e-06,0.985218336
2744,flyːŋ,7,6.9263e-06,0.9852252623
2745,fleː,7,6.9263e-06,0.9852321886
2746,flaʃ,7,6.9263e-06,0.9852391149
2747,flaɪç,7,6.9263e-06,0.9852460411
2748,flʊs,7,6.9263e-06,0.9852529674
2749,flɪk,7,6.9263e-06,0.9852598937
2750,fʏl,7,6.9263e-06,0.98526682
2751,fɔɐm,7,6.9263e-06,0.9852737462
2752,fɛːɐs,7,6.9263e-06,0.9852806725
2753,fɐn,7,6.9263e-06,0.9852875988
2754,dzm,7,6.9263e-06,0.9852945251
2755,dzə,7,6.9263e-06,0.9853014514
2756,dvas,7,6.9263e-06,0.9853083776
2757,draː,7,6.9263e-06,0.9853153039
2758,dlɐ,7,6.9263e-06,0.9853222302
2759,diːz,7,6.9263e-06,0.9853291565
2760,dʒɔp,7,6.9263e-06,0.9853360827
2761,dʒən,7,6.9263e-06,0.985343009
2762,dəŋ,7,6.9263e-06,0.9853499353
2763,døːl,7,6.9263e-06,0.9853568616
2764,bri,7,6.9263e-06,0.9853637878
2765,brant,7,6.9263e-06,0.9853707141
2766,brɛn,7,6.9263e-06,0.9853776404
2767,bmt,7,6.9263e-06,0.9853845667
